round_epochs,val_loss,val_acc,loss,acc,first_layer,second_layer,third_layer,batch_size,epochs
40,0.5031747112913829,0.7937915742793792,0.5216778845133723,0.7407231209507225,32,16,64,128,40
20,0.5774126560354973,0.7328159633338319,0.6053496191435831,0.6974310185884318,64,16,16,256,20
320,0.14403960792690582,0.9689578721898623,0.139839274771547,0.9633682206287257,64,8,32,512,320
320,0.05107478171374294,0.9866962305986696,0.036338025552498,0.988106565743146,16,32,16,64,320
160,0.14990711519432703,0.967849227647295,0.1589813266449265,0.9433872498408825,16,128,256,256,160
40,0.2790523119221241,0.901330376807972,0.2944878305740066,0.8805899148209678,64,32,16,64,40
10,0.5740102357055554,0.7305986694908988,0.6003897021658414,0.6964795432353904,128,256,64,64,10
10,0.6171287355031777,0.7305986766275968,0.6551856772883748,0.6983824930907884,16,64,32,512,10
10,0.5931389626536824,0.7305986694908988,0.61974806166285,0.6974310185884318,8,8,16,128,10
320,0.05675885549637008,0.9900221738741297,0.04954436068005725,0.9933396764985728,256,32,64,256,320
80,0.5651696020377978,0.7339246189779294,0.5925396193673109,0.6993339673095834,32,8,32,512,80
80,0.18389969122515548,0.9523281554160784,0.1902188069898667,0.9352997150112627,256,8,128,256,80
80,0.35465166831756645,0.8547671839033156,0.37074440212957527,0.8382492871311706,64,64,64,256,80
20,0.5280178540826108,0.7727272727272727,0.5593647614872875,0.7169362511326312,64,128,128,128,20
10,0.5977496920430211,0.7317073169410097,0.6283943680895725,0.6960038053320206,32,128,256,128,10
160,0.06715412094916512,0.9878048780487805,0.08625111188367364,0.9800190288151706,256,256,8,128,160
160,0.08770213260453714,0.9778270528480377,0.0878211712122644,0.971455756989578,128,64,512,256,160
10,0.5862221834797023,0.7317073169410097,0.6215131647466592,0.6955280689031708,32,512,256,64,10
80,0.21306364915587686,0.939024386014748,0.24191100468644633,0.9138915311938576,256,16,64,256,80
320,0.23266198692591386,0.9268292701429379,0.24346237867134848,0.9039010462252783,8,128,64,512,320
160,0.11722706648172138,0.9667405774218015,0.11475892093468575,0.962416745559246,512,128,128,512,160
320,0.09948947774597387,0.9767184042084772,0.08742563759679459,0.9709800193130573,256,8,512,512,320
10,0.6038486050925075,0.7317073168088486,0.6430421634927236,0.6950523309430886,8,64,512,256,10
10,0.5889335035484805,0.7317073158837211,0.6129693481947103,0.6974310185884318,256,32,64,256,10
10,0.5917771933084053,0.7317073112580834,0.6173440780557983,0.6974310180213086,128,16,64,512,10
10,0.5936530285293934,0.7305986694908988,0.6207385894006825,0.6960038064095545,8,32,64,64,10
320,0.045724863958794895,0.983370288248337,0.035363148724204804,0.9871550909572279,16,32,64,64,320
160,0.0774262760705965,0.9889135254988913,0.08195823208419172,0.9776403425309229,8,8,64,64,160
80,0.079576149723284,0.9789356984478935,0.09210756013114944,0.9643196958116301,512,8,128,64,80
40,0.15744533257645674,0.9634146340141804,0.19051851407331472,0.9352997147277011,512,128,16,64,40
20,0.6096001063905111,0.7305986694908988,0.6268753360613089,0.6969552813088973,512,512,8,64,20
40,0.29069950486101753,0.885809312638581,0.308376063572351,0.8701236921758679,256,32,64,128,40
20,0.5948138186778303,0.7317073240777077,0.6183087993643603,0.6979067551307061,32,16,128,512,20
40,0.5643846195711529,0.7328159633338319,0.5644169373244586,0.7174119886957272,8,64,512,256,40
80,0.35700850654599936,0.843680711252462,0.37429662237385136,0.8330161748445113,16,16,512,256,80
10,0.592582426023589,0.7305986638079726,0.6172581592363817,0.6969552813088973,512,8,128,512,10
160,0.04780061229105271,0.983370288248337,0.0521944009696269,0.9738344433872502,512,128,512,64,160
10,0.5430447897334849,0.7328159643911205,0.5979472788938673,0.7026641287767355,64,256,512,64,10
40,0.548146264516065,0.7372505503588928,0.5775824131623095,0.7055185535314762,64,128,16,256,40
80,0.07974834888843105,0.9789356983157325,0.08938738264916173,0.967174119885823,128,64,64,64,80
80,0.07976320793154235,0.9789356984478935,0.08871595436737267,0.9676498565982343,128,256,256,128,80
10,0.585798813075554,0.7317073158837211,0.6383152080081282,0.7040913415227358,512,512,16,256,10
320,0.03840880218207704,0.9866962305986696,0.02211321189511212,0.9919124643196955,256,256,256,64,320
160,0.144251268910463,0.9678492246075903,0.14430171934680414,0.962416745559246,512,64,64,512,160
160,0.40302624545181936,0.8359201816127464,0.42790590188369426,0.8187440530557387,8,512,16,512,160
160,0.2447680959151748,0.9135255010059298,0.24621169381091756,0.9100856325038834,64,8,256,512,160
320,0.1293870225515704,0.9756097566262053,0.13149872045081418,0.9714557567060164,128,8,32,512,320
80,0.32986463966496504,0.8736141947843548,0.3336233943275448,0.8520456709598611,128,32,32,256,80
40,0.5614503884394787,0.7372505541915639,0.5880754407420825,0.6983824928072268,8,16,8,64,40
40,0.5732885230406953,0.7305986693587377,0.602085473251615,0.6979067554142677,8,8,64,256,40
80,0.47155754991751286,0.8048780444191723,0.48861049020664676,0.7678401528598012,16,16,128,256,80
40,0.1411848509655295,0.9523281596452328,0.1519967098955196,0.9419600373784436,128,16,256,64,40
80,0.05826222853004073,0.9844789356984479,0.05372151699480729,0.9757373935262097,256,256,64,64,80
10,0.5871148833678725,0.7317073177339761,0.6121801112403652,0.6979067554142677,64,8,16,256,10
160,0.1104746195601254,0.9700665197721342,0.10899225823035363,0.9681255946717412,512,8,512,512,160
320,0.06764673997551005,0.9844789356984479,0.03134886871183293,0.9904852524243799,32,128,512,128,320
160,0.05667630362297572,0.9800443458980045,0.05412520723440441,0.9814462416745956,256,128,128,128,160
160,0.047825959893129356,0.9866962305986696,0.044843183782529425,0.9847764037088708,128,128,32,64,160
320,0.060187403434792536,0.9900221729490022,0.06678610862180463,0.9847764037088708,8,32,32,128,320
80,0.40046299620636816,0.8370288158467498,0.40285449905354676,0.8249286395611931,256,128,64,512,80
40,0.589907862791201,0.7317073240777077,0.6134046058672933,0.6979067547337199,32,8,64,512,40
80,0.203339596710554,0.95011086461285,0.23922071165691433,0.9167459555516121,256,256,8,128,80
10,0.5944738838730789,0.7317073158837211,0.6209816412626279,0.6969552809119111,32,8,512,256,10
20,0.5849664036820574,0.7328159624087044,0.6152430036655502,0.6988582304837475,32,512,16,256,20
160,0.05550704573481416,0.9822616407982262,0.05397101783049209,0.9790675552769234,64,64,128,64,160
20,0.4285470468638477,0.8137472283813747,0.47569699374184393,0.7792578497236962,512,64,128,128,20
160,0.3777400208286065,0.8436807138956836,0.396760653105381,0.8230256905564799,64,8,16,512,160
40,0.12312645509739938,0.9678492238146238,0.1438446185143078,0.9509990485252141,512,256,16,64,40
20,0.5704069421719553,0.7305986638079726,0.5980714869204302,0.6969552811954727,512,8,64,512,20
20,0.5848021846917146,0.7328159643911205,0.6233571913557661,0.696955280514925,8,256,512,128,20
80,0.20306531235806957,0.9356984492151806,0.18882249202136195,0.9295908651615074,64,128,512,256,80
320,0.046046154247287106,0.9833702910237196,0.03275785779848085,0.9919124646032571,128,256,128,256,320
10,0.5947556978054427,0.7305986766275968,0.6444910415913466,0.6969552810253358,256,512,128,512,10
160,0.14203725706480294,0.9578713968957872,0.15354801239454666,0.9471931492681167,8,256,16,128,160
20,0.41694613722898477,0.8248337028824834,0.4562757609289788,0.7849666981556436,128,16,16,64,20
20,0.5902427839334153,0.7317073240777077,0.6155729796861491,0.698382492126679,8,512,16,512,20
80,0.14190633713934744,0.9700665187148456,0.15172664037100142,0.9576593725937644,32,16,32,64,80
80,0.1576112480772176,0.9645232815964523,0.1749750365823025,0.9400570889408536,16,256,8,64,80
80,0.32372747001521074,0.8680709441855319,0.33561294201892633,0.8520456712434226,256,32,128,512,80
40,0.18331263931323577,0.934589800443459,0.19886873385999226,0.9262607046584648,256,128,512,128,40
160,0.391523463168324,0.8414634061758376,0.40336017380091943,0.8249286398447546,32,64,64,512,160
320,0.07705965782711881,0.9833702900985921,0.06987096881095167,0.9852521413853915,64,32,16,256,320
80,0.5719683299836457,0.7328159713956575,0.599641759661013,0.6988582299166243,8,128,32,512,80
10,0.5921573148598428,0.7317073169410097,0.6272778792340453,0.6969552806283495,8,128,512,128,10
320,0.1554842514962685,0.9700665068203488,0.17038595592771452,0.9433872498408825,8,32,128,512,320
20,0.5825021802189609,0.7328159585760332,0.6103958982609206,0.6979067559813908,32,16,256,512,20
160,0.14754611537884715,0.9733924610651782,0.16370265826682154,0.9529019974165026,32,32,8,128,160
160,0.12695321847092023,0.9656319299716907,0.13130666485692521,0.9586108473796826,256,512,64,512,160
80,0.15320425315402827,0.9733924611973392,0.16801350434035148,0.9391056135878123,8,64,16,64,80
320,0.043753019531986403,0.9855875831485588,0.0376617744543743,0.9866793529971456,256,16,64,128,320
40,0.5875180561896702,0.7305986766275968,0.6127545018631656,0.6979067554142677,8,8,64,512,40
10,0.5947394178077545,0.7305986638079726,0.6218309007748096,0.6969552813088973,32,8,256,512,10
160,0.052992102444304065,0.9855875831485588,0.0440763667275461,0.9881065651760228,256,128,64,128,160
160,0.30067877679600685,0.8813747129260568,0.30165739781396034,0.8648905801727701,32,512,128,512,160
20,0.6095883328211545,0.7305986694908988,0.626917830827007,0.6969552813088973,16,128,8,64,20
80,0.06864626743642824,0.9811529933481153,0.08054471351950651,0.9733587065614143,256,32,256,64,80
10,0.5758307478380309,0.7305986694908988,0.6059941100461725,0.6969552813088973,128,512,16,128,10
320,0.037209020931678445,0.9878048780487805,0.028300097082820424,0.9904852524243799,64,32,64,64,320
80,0.5143045658811497,0.7405764945594805,0.5371599335198625,0.7183634633115085,32,16,8,256,80
320,0.09671639464382586,0.984478939398958,0.11113160746535383,0.9762131303520457,512,128,8,256,320
80,0.07326326158698937,0.9800443458980045,0.07873047351284213,0.969077069741221,64,64,512,64,80
320,0.04924627689607524,0.9933481152993349,0.053614474521093886,0.9828734541370344,8,16,8,64,320
40,0.5164924645899669,0.7427937983144942,0.5474109841912956,0.7259752613152922,256,8,8,512,40
20,0.5742788579141486,0.7317073169410097,0.6003875950764294,0.6993339681602682,16,512,256,128,20
40,0.5502357145899416,0.7350332534762549,0.5788382556640342,0.7002854416985154,128,16,128,512,40
80,0.24885982294833317,0.9157427936594132,0.2747913818774509,0.8939105615402606,16,16,64,128,80
10,0.5819779339756511,0.7317073169410097,0.6102770188102032,0.6979067554142677,32,128,64,128,10
320,0.0894071176284697,0.9756097588729435,0.05939746974877921,0.9828734538534729,32,128,128,256,320
20,0.5839579422563776,0.7317073158837211,0.6132950713586852,0.6979067559813908,8,16,128,256,20
80,0.11442788936891603,0.9711751662971175,0.11356573257698092,0.9671741204529462,512,256,32,128,80
320,0.05242433846657662,0.9822616435736088,0.04202519905541648,0.9847764037088708,256,128,512,256,320
10,0.5811810067249772,0.7317073169410097,0.6196489300646179,0.6955280681659107,32,128,32,64,10
20,0.5882185175519297,0.7317073240777077,0.6168027239453782,0.6983824934877746,128,256,32,512,20
20,0.5885277568897492,0.7317073158837211,0.6132782702214598,0.6974310184182948,8,128,128,256,20
20,0.6010142399572216,0.7294900163578617,0.62351507436197,0.6969552800612263,32,32,16,512,20
160,0.052572520234995826,0.9866962305986696,0.04870655399691367,0.9857278782112274,128,64,16,64,160
80,0.40444518034315424,0.8281596498584536,0.42852825099348907,0.8144624162355454,128,512,128,512,80
40,0.569866004117048,0.7328159633338319,0.5956158295458096,0.6998097044189809,16,128,64,256,40
320,0.042427142433607394,0.9900221729490022,0.040236496427703425,0.9843006663159117,256,16,32,64,320
20,0.5554317297401555,0.7350332592913422,0.5892673858452933,0.7021883925180227,8,128,8,64,20
160,0.05609286966384647,0.9844789355662869,0.05579941779318364,0.9790675552769234,64,512,512,128,160
80,0.3477705162671083,0.8691796040587838,0.3441588305270071,0.8553758332776978,512,512,256,512,80
40,0.5734690039226591,0.7305986694908988,0.600995575837245,0.698858230767309,8,32,8,128,40
20,0.5089760899147279,0.7760532149454442,0.5622422796107835,0.7226450993944417,32,32,64,64,20
320,0.052456796251881675,0.9844789362270921,0.03951008902148447,0.9909609898173389,512,128,128,512,320
40,0.3237592122639362,0.8713968956549786,0.35070428487576266,0.8430066598130905,128,256,64,128,40
40,0.5568747220441137,0.7317073240777077,0.5871235731099471,0.7026641300244064,256,512,512,512,40
10,0.5233912413109697,0.7317073169410097,0.5694310756437445,0.6974310177377471,512,64,512,128,10
80,0.38682327004864053,0.8303769437013867,0.41602561892950457,0.8068506185153231,64,128,8,256,80
40,0.3950560475532337,0.8348115299334812,0.4320481096870212,0.8049476696240346,16,16,256,128,40
80,0.47638416984128845,0.7960088666685404,0.5014428027633482,0.7616555655036621,16,64,32,256,80
80,0.36997253449423084,0.8525498890030939,0.3812724811252699,0.8325404371679906,32,16,16,128,80
80,0.18522993609011834,0.9600886916638478,0.2035085580867319,0.9367269273035647,256,64,16,128,80
20,0.4528125669237251,0.8181818183139793,0.4879852246376132,0.7683158896856371,256,512,512,128,20
320,0.08488132077746274,0.9800443465588098,0.08084659989777913,0.9804947668886774,128,512,64,512,320
160,0.07008660934089028,0.9855875831485588,0.0706913283362375,0.9785918176004027,8,64,8,64,160
20,0.5509304430690943,0.7339246080085602,0.6040892339002281,0.6993339682736928,512,512,256,256,20
20,0.5845507171888837,0.7305986694908988,0.6135233329887281,0.6969552813088973,512,8,256,64,20
160,0.08914144963290369,0.9811529961234978,0.08995609786839966,0.9743101810637709,256,16,32,256,160
80,0.18293308070189673,0.9523281596452328,0.22005085336606237,0.921503329481203,64,256,8,64,80
20,0.5272707759408888,0.7372505503588928,0.5621091237417524,0.7055185543821609,512,16,64,256,20
320,0.050846346945165266,0.983370288248337,0.024589850564622855,0.9919124643196955,64,512,128,128,320
320,0.09040318692966205,0.9866962305986696,0.09556398322392826,0.9790675547098002,32,8,64,256,320
160,0.20455062273732838,0.9523281481472193,0.21992016587225627,0.9281636535497533,256,128,8,512,160
160,0.06356468707108312,0.9878048780487805,0.06395266877822259,0.9833491912464319,256,32,8,128,160
160,0.05366768294784288,0.9844789356984479,0.06549263414488192,0.9757373922785388,64,256,16,64,160
80,0.31811637162104944,0.8636363674690348,0.3227397423205661,0.8625118929244131,256,256,256,512,80
80,0.253665909732789,0.9079822640196976,0.25990240370852963,0.8977164604003718,512,16,256,512,80
20,0.5763355551696405,0.7416851471638732,0.6117991489188995,0.7002854429461863,128,128,64,256,20
160,0.058268881846888367,0.9822616407982262,0.05499756131693366,0.9828734538534729,16,512,32,64,160
20,0.5474046398028566,0.7317073169410097,0.5762190159789502,0.701236916767995,16,16,32,64,20
160,0.08624706392541957,0.9822616407982262,0.07435860662773379,0.977164604457416,32,16,256,128,160
40,0.30967886048780047,0.8747228381374723,0.3510471638841475,0.8482397723833115,8,128,32,64,40
320,0.06743165522714677,0.9844789384738305,0.06002470315013127,0.9833491918135552,16,256,128,256,320
40,0.32809125858373495,0.8713968957871396,0.34360372383576365,0.8558515703870953,32,64,64,64,40
20,0.5951823522140605,0.7317073168088486,0.6302295016403089,0.6960038064095545,16,256,64,256,20
20,0.5779378702265195,0.7339246107839428,0.6042587684518831,0.6974310185884318,8,16,64,256,20
80,0.3807398386778694,0.8492239467849224,0.40754962509070886,0.8192197901651362,8,8,8,64,80
20,0.5822797890777334,0.7305986694908988,0.627328728120969,0.6974310174541855,8,8,8,128,20
160,0.06867015839217772,0.9889135254988913,0.060209069898144674,0.9819219790675547,16,128,16,64,160
320,0.06596889089123902,0.9833702910237196,0.06329302104113785,0.9795432926698825,128,128,8,256,320
10,0.5904493395346495,0.7317073169410097,0.6174261706086367,0.6969552811954727,32,8,64,128,10
20,0.565770862107795,0.7328159585760332,0.5932131296787571,0.6988582304837475,512,64,256,512,20
80,0.3151034254192513,0.8614190686039809,0.33172248448506636,0.8491912457514218,8,32,512,128,80
80,0.1389024046532595,0.9745011095725776,0.1620957854458199,0.9524262612712145,512,128,32,256,80
80,0.2913405222533283,0.8791574259554996,0.2993422372924159,0.8744053281453765,16,512,32,256,80
80,0.18695770888000793,0.9478935697126283,0.19734850423773848,0.9395813513777576,32,64,256,128,80
160,0.08336517735159318,0.9811529933481153,0.0984779963966328,0.9700285445271392,8,16,128,64,160
160,0.11377936423221342,0.9733924618581447,0.1034869149284744,0.9695528068506185,256,64,512,512,160
20,0.5812623640914714,0.7317073158837211,0.6058631322136615,0.6979067562082402,256,16,8,256,20
160,0.06388193570457383,0.9778270509977827,0.05894637060352556,0.9819219790675547,64,16,512,128,160
40,0.5639813262184549,0.7339246187136073,0.5988109620495369,0.6998097052696657,64,128,16,512,40
320,0.04866025743886267,0.9844789384738305,0.03168445025224214,0.9895337779220232,256,64,256,256,320
10,0.5960944876438234,0.7305986693587377,0.6197261142231645,0.6964795429518289,16,64,8,256,10
320,0.03885460048583553,0.9889135254988913,0.030835374450748812,0.9900095153149824,256,128,16,128,320
80,0.438902149707938,0.827050997650544,0.4619977537163318,0.7882968601899187,16,8,8,256,80
160,0.21628602671781824,0.9279379046412635,0.21936404291047695,0.9181731680140509,32,512,256,512,160
160,0.4162045182647832,0.8337028741572226,0.4321738912535213,0.8116079918777909,32,256,32,512,160
20,0.551296455764982,0.7483370286926726,0.5824002127325274,0.7098001902382449,64,512,64,128,20
160,0.05179079613770191,0.983370288248337,0.047922218057170125,0.9819219796346779,256,128,256,128,160
160,0.08018714830510631,0.9789356984478935,0.06902906027836078,0.9823977164605138,64,128,64,128,160
20,0.5778381066549644,0.7317073169410097,0.6044828381910424,0.6969552811954727,32,64,8,128,20
160,0.42039233796348063,0.8226164127400604,0.4163380204553722,0.8130352050207775,16,256,32,512,160
160,0.11705808990744423,0.975609756097561,0.10977205105983678,0.9700285435630297,64,16,32,128,160
10,0.595479400617849,0.7317073168088486,0.6408579688090352,0.694100856270595,8,512,256,256,10
20,0.5806508484542238,0.7283813745906771,0.6051592895465164,0.695528068052486,16,8,16,128,20
160,0.08156480645128998,0.975609756097561,0.0693915900193885,0.9776403428144845,8,32,256,64,160
160,0.09216442814885645,0.9800443458980045,0.10281947309011283,0.9647954322404798,16,8,256,128,160
40,0.12909836266313715,0.9667405764966741,0.14819026227285473,0.9486203608798709,512,256,256,128,40
320,0.05546033289903019,0.9878048780487805,0.044859783715089085,0.9866793532807071,8,32,64,128,320
40,0.11510383959719188,0.9645232815964523,0.14295074208989583,0.9486203621275419,256,256,64,64,40
80,0.13434010282357092,0.9689578713968958,0.15844703550768624,0.9557564230219281,128,128,32,128,80
320,0.09324738968105908,0.9700665197721342,0.08091651930072329,0.9771646051379639,32,64,512,512,320
40,0.5113010672137901,0.7716186318852156,0.5351296755725378,0.7321598481043081,128,16,512,512,40
40,0.11463003247117257,0.9767184035476718,0.1651788080283055,0.9367269260558937,512,32,256,64,40
40,0.5469604348660573,0.7394678430123762,0.5796528643477428,0.7126546145959994,256,32,16,512,40
40,0.2771639781952433,0.9068736140585263,0.2944796964965697,0.8901046629637112,128,512,16,64,40
320,0.09662641902059779,0.9811529810571353,0.1013830680290253,0.9795432926698825,128,256,32,512,320
80,0.3583027466041286,0.8503325851159191,0.3811551154397081,0.8292102763813864,512,256,16,512,80
160,0.04431648342199045,0.9889135254988913,0.053518577146527316,0.9823977167440754,512,256,8,128,160
10,0.5975772351224776,0.7305986638079726,0.6201959416823201,0.696955281422322,8,8,512,512,10
320,0.0512948610433718,0.9855875831485588,0.051180581589691077,0.9833491918135552,128,8,16,128,320
10,0.5970111176074212,0.7305986694908988,0.6386287752840204,0.695528068052486,16,512,128,64,10
160,0.07097468186508525,0.9800443458980045,0.06403953933664779,0.9809705048487597,32,512,512,128,160
80,0.20153723118574815,0.925720620710411,0.22430728134884367,0.910561370010267,8,512,32,64,80
10,0.6028732305884097,0.7317073168088486,0.6203329949351746,0.6955280687330339,32,256,32,256,10
160,0.04135161786941097,0.9900221729490022,0.03904867056335414,0.9862036158877481,512,64,32,64,160
10,0.5962858045444784,0.7305986694908988,0.6330368308993775,0.697431017907884,128,256,32,128,10
40,0.5385014167646083,0.7616408012658687,0.5452293314670632,0.7202664134504679,16,512,512,256,40
10,0.5821856853702909,0.7305986694908988,0.6152092161686731,0.6969552811954727,128,512,32,128,10
40,0.5755761622589602,0.7317073240777077,0.6054259305562891,0.6974310181347333,64,8,512,512,40
80,0.2806235547208469,0.8902439024390244,0.31674946922557223,0.865366318416414,8,8,32,64,80
20,0.5948433305101755,0.7317073168088486,0.6205267023745318,0.6969552799478017,8,64,256,256,20
160,0.07817197399432801,0.9822616435736088,0.07158625954593736,0.9795432926698825,512,64,32,256,160
80,0.1237490145435883,0.9578714005962973,0.13343054500650384,0.9567078978078463,512,8,128,256,80
40,0.3875759635822736,0.8458980061526837,0.4100163164420087,0.813510942300312,256,16,128,256,40
80,0.3639613613981894,0.8503325855124023,0.38197457949169245,0.8263558519102073,512,16,16,512,80
40,0.5809773657380081,0.7305986767597579,0.6052545802463927,0.6979067560948155,16,8,16,512,40
10,0.5850541575124153,0.7317073169410097,0.6141774399750126,0.6979067554142677,8,64,32,64,10
320,0.27590581761495503,0.8980044242812366,0.28701836857537105,0.895337774286261,32,8,16,512,320
80,0.5569988639814626,0.7339246188457683,0.5801390415140836,0.7036156046968999,8,64,256,512,80
160,0.27606184942495005,0.8968957765668036,0.3063675414710585,0.882017126999845,64,16,64,512,160
10,0.5832891472163063,0.7317073169410097,0.6177966112641353,0.6960038057290068,8,32,128,128,10
10,0.5869110094470089,0.7305986638079726,0.6579568429746364,0.6969552803447879,512,256,64,512,10
10,0.6121544533320382,0.7317073169410097,0.6429099421292458,0.6979067551307061,16,8,16,128,10
10,0.5952625536337132,0.7317073158837211,0.6185457765432225,0.6979067550172815,64,128,16,256,10
10,0.5845799336412265,0.7317073169410097,0.60779965275475,0.6974310185884318,128,8,64,128,10
20,0.5850730592554266,0.7328159715278185,0.6073708252947633,0.6979067554142677,64,64,512,512,20
20,0.39442389694655816,0.8348115299334812,0.42699465779436985,0.8058991434458435,256,128,8,64,20
20,0.5115045018312407,0.7317073158837211,0.5301120942485095,0.6969552813088973,512,8,64,256,20
80,0.5562003952700917,0.7328159585760332,0.5865476806315777,0.6983824930907884,16,512,16,512,80
320,0.09119801584004214,0.9789356984478935,0.05880066760586172,0.9857278782112274,16,256,128,128,320
40,0.522975871541812,0.7461197299597797,0.5586896474649519,0.7098001898412587,64,32,32,256,40
80,0.5085636407731642,0.7317073240777077,0.5379717936411458,0.6979067560948155,128,64,8,512,80
20,0.5613210404791483,0.7317073158837211,0.5894609558139949,0.7126546139154516,16,256,512,256,20
10,0.6211727244362334,0.7317073111259224,0.6519209582050225,0.6960038062961299,64,256,512,512,10
40,0.47318137458581355,0.7971175166297118,0.5030823823500542,0.7635585163231694,8,16,256,128,40
160,0.061832052013297834,0.9811529933481153,0.06019472647334257,0.9790675549933617,256,16,64,128,160
40,0.15004685969234438,0.9512195121951219,0.16929529801535675,0.930066602838028,256,128,16,64,40
40,0.5784030584432598,0.7339246098588152,0.6053490166886436,0.6993339675931449,8,64,64,256,40
20,0.4777843161194922,0.7993348113977724,0.5180802566170352,0.7469077063219305,128,32,64,128,20
80,0.09225817466621389,0.9822616407982262,0.11027365754917619,0.9647954334881508,512,512,32,128,80
20,0.46861107181551187,0.7893569843467746,0.5005412148249705,0.7640342527520192,128,64,16,64,20
20,0.2794405365333853,0.8891352549889135,0.2958139702465056,0.8815413893233244,128,32,512,64,20
20,0.593506796397021,0.7317073240777077,0.630699268984409,0.6979067554142677,256,512,512,512,20
80,0.3203699966756309,0.8713968938047235,0.3268758770571109,0.8587059937807404,64,256,16,256,80
80,0.5413718637235941,0.7339246060261441,0.5628440662523773,0.7007611797720222,16,16,8,512,80
80,0.36392613439232174,0.8592017778007525,0.3810923365782149,0.8325404371679906,256,8,64,512,80
80,0.04677527866216827,0.9878048780487805,0.06063053435818793,0.9795432926698825,256,512,256,64,80
20,0.5108352624656356,0.7860310421286031,0.5501537196813142,0.7250237869263603,16,32,128,64,20
10,0.6020614762528244,0.7317073158837211,0.6248513237847021,0.6974310180213086,32,256,16,256,10
320,0.04705158558296259,0.9866962305986696,0.041455137188042154,0.982397717027637,256,16,512,64,320
20,0.5789598188220529,0.7328159633338319,0.6056080928992136,0.6983824930907884,32,8,512,256,20
80,0.3732018417238925,0.8370288286663741,0.38569131918910793,0.8315889626656341,512,256,128,512,80
320,0.07301241859892783,0.9855875859239414,0.07236329411518903,0.9843006656353639,64,32,8,256,320
80,0.5092504516144813,0.7605321443001606,0.5315707945800985,0.7216936256293452,64,16,8,512,80
320,0.03607188013563978,0.9900221729490022,0.023141002011344503,0.9914367272102981,64,256,32,64,320
10,0.5958752344029971,0.7317073240777077,0.6208413305110188,0.6969552811954727,256,64,16,512,10
10,0.5866353321498355,0.7305986766275968,0.6107204201446047,0.6974310183048702,512,16,16,512,10
10,0.5826112190529935,0.7305986693587377,0.6145677649895426,0.6979067550172815,32,64,256,256,10
20,0.5725525283231968,0.7328159643911205,0.6022549825095768,0.6969552809119111,16,16,256,128,20
10,0.5918207011307423,0.7317073111259224,0.6243358572021651,0.6960038061259929,256,16,128,512,10
160,0.0504976822323519,0.983370288248337,0.050238128386430804,0.9800190294957184,256,128,256,64,160
320,0.04757320826373449,0.9866962305986696,0.030338417905268502,0.9919124643196955,64,16,256,128,320
20,0.5580638413154365,0.7305986693587377,0.5806819721134814,0.6969552813088973,512,256,8,256,20
80,0.3467546409355299,0.8525498890030939,0.37602539849666955,0.8268315887360432,128,512,8,256,80
20,0.4366604823230904,0.8181818180496571,0.4857560329557486,0.7725975259387073,32,64,256,64,20
20,0.573994471466462,0.7328159643911205,0.6059798219451215,0.6979067556978293,16,8,64,128,20
320,0.05254558628288711,0.9855875849988138,0.04038473355852344,0.9895337776384617,512,16,64,256,320
160,0.12202307010304901,0.9756097588729435,0.13726814706534232,0.9681255949553028,128,256,16,256,160
80,0.19308641619005648,0.9456762748124066,0.21206056445014693,0.9267364416544376,64,8,32,128,80
20,0.5029110808726689,0.7738359200452225,0.5262049575230828,0.7307326355284447,64,32,8,64,20
160,0.05241191857174336,0.9878048780487805,0.062459539664602645,0.9800190294957184,32,64,32,64,160
20,0.5884832454362096,0.7317073240777077,0.6178582690649096,0.6974310180213086,8,64,256,512,20
80,0.19514254748226534,0.967849223946785,0.2108530709422508,0.9467174113080346,256,32,8,128,80
160,0.2916195603405557,0.8858093024621781,0.30588510017186316,0.8767840159608566,32,8,64,512,160
10,0.5947342172694576,0.7317073111259224,0.6243264167565147,0.6983824928072268,32,256,128,512,10
80,0.4155328629286485,0.8270509898530406,0.4400987917757624,0.7992388202279778,128,16,128,512,80
20,0.5519802770567046,0.7427937914421183,0.5794741817591419,0.6988582303703228,16,16,16,128,20
80,0.06880931022624483,0.9789356984478935,0.07098604048239855,0.96955280713418,256,512,512,64,80
40,0.5824387385416983,0.7328159642589595,0.6143783043385913,0.6983824922401036,8,256,32,256,40
40,0.5382920683355394,0.7416851509965444,0.5623342281404163,0.7050428160250924,128,16,256,512,40
160,0.15374192645042276,0.9700665206972617,0.15693176368324105,0.9562321604148872,128,8,16,256,160
160,0.1600452676382403,0.9611973403034083,0.16264553420550476,0.9538534734500917,256,16,64,512,160
80,0.12381160440968304,0.9623059824670762,0.13714846203034545,0.9586108461320116,256,512,256,256,80
20,0.5893234333019299,0.7317073240777077,0.6143053787079003,0.6988582302001859,16,16,128,512,20
160,0.14110651162934146,0.9645232852969624,0.13757178573014053,0.9490960992369393,16,128,512,256,160
160,0.14566261349390458,0.9667405772896405,0.14274473369234977,0.9581351093061757,512,16,128,512,160
40,0.11039152057498627,0.9711751662971175,0.13214822892599395,0.9476688870580621,128,256,256,64,40
40,0.5788842610139275,0.7317073240777077,0.6060072669633563,0.698382492126679,16,128,512,512,40
40,0.5487732908413838,0.7383591955622654,0.5864122061929059,0.7064700283173944,256,64,128,512,40
160,0.07108550244516915,0.9855875859239414,0.0759428144458302,0.9833491912464319,256,128,128,256,160
